FID	Longitude	Latitude	Easting	Northing	Elevation	v1_lat	v1_long	v2_lat	v2_long	Width	peak_lat	peak_long	peak_east	peak_north	peak_elev	noVentInt	noVent	FID2017
99	-107.015798	1.681918	-6343329.037	99695.16689	5584	1.660577	-107.027992	1.701771	-106.987988	125.558921	1.715004	-106.972682	-6340773.359	101656.3536	5599	0	"Vent"	101
100	-107.482209	3.801773	-6370975.429	225348.9601	5642	3.842745	-107.472394	3.757233	-107.501096	391.692745	3.816692	-107.47231	-6370388.695	226233.2924	5650	0	"Vent"	102
101	-107.139451	2.786982	-6350658.575	165197.5208	5590	2.762694	-107.173109	2.809431	-107.101497	237.059391	2.824678	-107.089549	-6347700.646	167431.9055	5596	0	"Vent"	103
102	-107.181451	4.82352	-6353148.072	285912.6791	5859	4.868624	-107.190647	4.756314	-107.18565	433.000719	4.839296	-107.183164	-6353249.622	286847.7864	5875	0	"Vent"	104
103	-105.555738	5.1273	-6256784.445	303919.1638	6369	5.109573	-105.564066	5.158114	-105.553834	141.745286	5.121518	-105.588717	-6258739.284	303576.4321	6386	0	"Vent"	105
104	-105.478812	5.327593	-6252224.698	315791.4831	6392	5.298683	-105.489996	5.35698	-105.472626	243.16937	5.362757	-105.473444	-6251906.508	317875.7993	6401	0	"Vent"	106
105	-105.439531	5.271127	-6249896.317	312444.435	6330	5.235554	-105.469988	5.278146	-105.435248	656.905263	5.253352	-105.46423	-6251360.331	311390.8525	6371	0	"Vent"	107
106	-105.721358	5.436927	-6266601.496	322272.1844	6405	5.427987	-105.732295	5.441857	-105.713149	174.173813	5.447706	-105.707795	-6265797.557	322911.1039	6410	0	"Vent"	108
107	-105.474092	5.503776	-6251944.879	326234.6396	6439	5.496464	-105.480122	5.505962	-105.471378	458.765523	5.49728	-105.47452	-6251970.267	325849.5954	6440	0	"Vent"	109
108	-105.348255	5.880387	-6244485.96	348558.1489	6537	5.886643	-105.352477	5.848048	-105.352024	218.614839	5.908298	-105.341117	-6244062.834	350212.5696	6545	0	"Vent"	110
109	-104.90884	5.058825	-6218439.775	299860.3265	6085	5.027693	-104.908388	5.07669	-104.907936	493.696779	5.058183	-104.924545	-6219370.651	299822.2452	6103	0	"Vent"	111
110	-105.19982	5.005895	-6235687.509	296722.9341	6193	5.01969	-105.199066	4.953204	-105.192734	105.781374	5.026383	-105.205245	-6236009.085	297937.3043	6201	0	"Vent"	112
111	-105.059118	5.675287	-6227347.47	336400.9474	6336	5.642346	-105.071179	5.69843	-105.056706	297.611633	5.683639	-105.072253	-6228126.021	336896.0042	6344	0	"Vent"	113
112	-105.095356	6.109996	-6229495.415	362168.1363	6496	6.109468	-105.109678	6.100573	-105.082088	281.023858	6.097218	-105.113344	-6230561.691	361410.7417	6504	0	"Vent"	114
113	-105.19894	6.259823	-6235635.351	371049.116	6603	6.242711	-105.206026	6.26819	-105.199845	251.711268	6.269174	-105.215073	-6236591.615	371603.4104	6615	0	"Vent"	115
114	-105.442903	4.825852	-6250096.201	286050.9096	6252	4.82653	-105.449235	4.814771	-105.443959	234.422386	4.832693	-105.450042	-6250519.327	286456.4049	6254	0	"Vent"	116
115	-105.450302	4.508379	-6250534.759	267232.7799	6140	4.498805	-105.456483	4.510715	-105.450754	561.516564	4.511876	-105.464008	-6251347.16	267440.1113	6147	0	"Vent"	117
116	-105.138882	4.381524	-6232075.45	259713.5017	6009	4.374966	-105.147627	4.386876	-105.140692	192.48464	4.386021	-105.137597	-6231999.287	259980.0708	6021	0	"Vent"	118
117	-105.216905	4.499366	-6236700.244	266698.5363	6115	4.505622	-105.221278	4.485571	-105.217659	253.188748	4.488215	-105.214321	-6236547.073	266037.6143	6116	0	"Vent"	119
118	-105.22982	4.534341	-6237465.728	268771.7201	6123	4.532306	-105.225749	4.535623	-105.226503	109.477901	4.535127	-105.222824	-6237051.065	268818.2639	6131	0	"Vent"	120
119	-105.251258	4.552108	-6238736.468	269824.8109	6107	4.530435	-105.259423	4.561395	-105.252076	138.551616	4.543328	-105.245833	-6238414.893	269304.3666	6113	0	"Vent"	121
120	-105.403782	4.745021	-6247777.325	281259.6623	6285	4.738036	-105.405652	4.753741	-105.403749	581.744127	4.751612	-105.386798	-6246770.569	281650.3481	6302	0	"Vent"	122
121	-105.390465	4.793449	-6246987.921	284130.2244	6313	4.796423	-105.401648	4.795471	-105.360484	282.083663	4.786394	-105.393106	-6247144.477	283712.0354	6314	0	"Vent"	123
122	-105.393429	4.242546	-6247163.654	251475.654	6078	4.237431	-105.398426	4.245997	-105.396047	147.251995	4.246758	-105.393144	-6247146.729	251725.2981	6078	0	"Vent"	124
123	-105.046673	3.066751	-6226609.767	181780.7586	5681	3.047359	-105.063805	3.078292	-105.040248	439.272287	3.043266	-105.043104	-6226398.204	180388.6757	5684	0	"Vent"	125
124	-104.341178	3.580797	-6184791.787	212250.6536	5662	3.560215	-104.353314	3.59091	-104.341416	249.229337	3.567448	-104.347317	-6185155.675	211459.4089	5666	0	"Vent"	126
125	-113.843587	25.740342	-6748044.186	1525750.984	2684	25.731895	-113.847394	25.736892	-113.841921	125.558921	25.722853	-113.856151	-6748788.887	1524714.327	2692	0	"Vent"	127
126	-109.237085	26.797967	-6474995.165	1588441.382	3625	26.855431	-109.229946	26.81498	-109.240178	87.229555	26.799323	-109.239226	-6475122.102	1588521.775	3625	0	"Vent"	128
127	-109.39488	26.969641	-6484348.448	1598617.325	3696	26.955008	-109.397022	26.977137	-109.406302	394.728187	26.956863	-109.402733	-6484813.886	1597859.93	3707	0	"Vent"	129
128	-109.223206	27.145539	-6474172.505	1609043.642	3637	27.145658	-109.227251	27.136379	-109.227727	162.810177	27.145361	-109.223813	-6474208.471	1609033.064	3637	0	"Vent"	130
129	-108.530627	-0.619637	-6433120.1	-36728.80331	5894	-0.616434	-108.530298	-0.62744	-108.542509	303.567765	-0.628679	-108.558146	-6434751.249	-37264.76227	5898	0	"Vent"	131
130	-108.468466	-0.456889	-6429435.511	-27081.93533	5933	-0.467668	-108.481733	-0.447315	-108.459269	491.222599	-0.472522	-108.495592	-6431043.388	-28008.58016	5940	0	"Vent"	132
131	-108.447129	-0.942889	-6428170.748	-55889.43955	5902	-0.959246	-108.464165	-0.93422	-108.437028	154.664443	-0.988503	-108.504378	-6431564.214	-58593.21146	5910	0	"Vent"	133
132	-108.119666	-3.071146	-6408760.483	-182041.2511	6187	-3.054465	-108.286693	-3.08516	-107.944051	502.087129	-3.073647	-108.175155	-6412049.578	-182189.5213	6203	0	"Vent"	134
133	-108.290121	-4.787497	-6418864.154	-283777.458	6488	-4.764678	-108.291653	-4.817978	-108.288988	326.306914	-4.77046	-108.290704	-6418898.709	-282767.5984	6489	0	"Vent"	135
134	-108.419968	-3.427354	-6426560.788	-203155.3658	6358	-3.437157	-108.431389	-3.428401	-108.409117	269.92105	-3.440845	-108.43296	-6427330.876	-203955.073	6358	0	"Vent"	136
135	-109.028396	-2.413623	-6462625.218	-143066.7752	6285	-2.425711	-109.04077	-2.421713	-109.027254	196.701532	-2.424747	-109.026076	-6462487.702	-143726.1458	6289	0	"Vent"	137
136	-108.984875	-2.043693	-6460045.511	-121139.2651	6175	-2.06092	-109.003149	-2.045311	-108.977642	209.317673	-2.058326	-108.988444	-6460257.074	-122006.6723	6181	0	"Vent"	138
137	-109.007433	-1.22645	-6461382.622	-72697.48118	6142	-1.227878	-109.013144	-1.251482	-109.007623	152.233734	-1.245224	-109.011573	-6461628.035	-73810.30122	6180	0	"Vent"	139
138	-109.254944	-0.995432	-6476053.78	-59003.90677	6152	-1.006567	-109.262939	-0.998572	-109.254183	144.696821	-1.003641	-109.261654	-6476451.517	-59490.50109	6159	0	"Vent"	140
139	-109.463046	0.219161	-6488388.931	12990.67685	5783	0.16778	-109.528003	0.22108	-109.440201	372.160728	0.223515	-109.409651	-6485223.952	13248.78341	5814	0	"Vent"	141
140	-109.758318	0.964087	-6505891.072	57145.98851	5826	0.950168	-109.779971	0.966586	-109.746896	527.022955	0.956878	-109.777591	-6507033.511	56718.63176	5836	0	"Vent"	142
141	-109.908356	-0.30649	-6514784.559	-18167.11819	5879	-0.318982	-109.916446	-0.300899	-109.905501	293.912361	-0.324408	-109.924774	-6515757.748	-19229.16318	5887	0	"Vent"	143
142	-109.963309	-0.355998	-6518041.897	-21101.65709	5893	-0.360876	-109.979728	-0.354213	-109.954029	264.335873	-0.354817	-109.97203	-6518558.838	-21031.67779	5899	0	"Vent"	144
143	-109.885088	-0.817407	-6513405.326	-48451.55961	5987	-0.830851	-109.90222	-0.818478	-109.874618	209.673756	-0.824902	-109.895081	-6513997.701	-48895.84137	5990	0	"Vent"	145
144	-110.038561	-1.019397	-6522502.396	-60424.4783	6002	-1.024989	-110.062355	-1.026417	-110.027139	544.154667	-1.011731	-110.058006	-6523654.99	-59970.04152	6092	0	"Vent"	146
145	-110.890466	-5.443565	-6572998.815	-322665.6595	6903	-5.439163	-110.928061	-5.453202	-110.841687	277.282645	-5.449061	-110.870193	-6571797.139	-322991.4662	6922	0	"Vent"	147
146	-111.037303	-5.429341	-6581702.543	-321822.518	6911	-5.424701	-111.066332	-5.428984	-111.020647	247.728243	-5.432838	-111.043156	-6582049.506	-322029.8495	6922	0	"Vent"	148
147	-110.884577	-2.782358	-6572649.739	-164923.4419	6683	-2.784416	-110.886001	-2.781789	-110.880518	51.340002	-2.791778	-110.878552	-6572292.622	-165481.7983	6686	0	"Vent"	149
148	-110.335751	-2.271816	-6540118.275	-134661.2348	6436	-2.270452	-110.351498	-2.284134	-110.33157	352.604578	-2.269853	-110.339463	-6540338.3	-134544.8753	6441	0	"Vent"	150
149	-110.202361	-2.11145	-6532211.616	-125155.537	6328	-2.113903	-110.223776	-2.115837	-110.191802	877.298331	-2.121943	-110.2085	-6532575.504	-125777.5315	6390	0	"Vent"	151
150	-109.562396	-2.506866	-6494277.908	-148593.751	6400	-2.521069	-109.568791	-2.505008	-109.56195	491.121348	-2.527782	-109.572676	-6494887.209	-149833.5087	6408	0	"Vent"	152
151	-109.273112	-2.494631	-6477130.68	-147868.4906	6360	-2.503033	-109.28724	-2.492772	-109.270882	593.046939	-2.504696	-109.261405	-6476436.754	-148465.0976	6418	0	"Vent"	153
152	-110.401299	-4.263288	-6544003.624	-252705.0874	6724	-4.262544	-110.407306	-4.264031	-110.400613	147.251995	-4.270355	-110.347619	-6540821.72	-253123.9816	6744	0	"Vent"	154
153	-112.580738	-4.96007	-6673189.17	-294006.6615	7368	-4.975611	-112.589809	-4.95256	-112.578061	521.330371	-4.97242	-112.589589	-6673713.846	-294738.6686	7375	0	"Vent"	155
154	-109.883339	-7.294593	-6513301.656	-432384.799	7119	-7.314149	-109.887056	-7.291396	-109.889436	457.951772	-7.301089	-109.856213	-6511693.779	-432769.8432	7135	0	"Vent"	156
155	-110.021684	-6.872641	-6521502.018	-407373.6963	6903	-6.867361	-110.032986	-6.892048	-110.021386	436.147776	-6.885989	-110.011404	-6520892.717	-408164.9409	6907	0	"Vent"	157
156	-106.729315	-3.652715	-6326347.837	-216513.6016	6144	-3.649369	-106.734371	-3.65859	-106.732586	410.356597	-3.659211	-106.736881	-6326796.35	-216898.6458	6146	0	"Vent"	158
157	-106.775719	-3.533248	-6329098.451	-209432.2349	6117	-3.509974	-106.798175	-3.58463	-106.765755	476.264245	-3.504052	-106.80827	-6331027.903	-207701.6516	6139	0	"Vent"	159
158	-106.434103	-3.082039	-6308849.254	-182686.9078	5885	-3.089775	-106.441586	-3.079686	-106.425977	767.642114	-3.091913	-106.432247	-6308739.241	-183272.2314	5890	0	"Vent"	160
159	-109.662808	-4.086134	-6500229.773	-242204.3581	6541	-4.087562	-109.683105	-4.096627	-109.645771	256.700008	-4.089204	-109.691076	-6501905.35	-242386.3021	6550	0	"Vent"	161
160	-109.776908	-4.214229	-6506992.989	-249797.1579	6600	-4.227733	-109.81877	-4.213599	-109.75481	120.712363	-4.222153	-109.769055	-6506527.551	-250266.8272	6604	0	"Vent"	162
161	-109.74539	-4.950949	-6505124.802	-293466.0222	6661	-4.953779	-109.787327	-4.95435	-109.717085	331.448304	-4.956303	-109.722262	-6503753.876	-293783.3663	6674	0	"Vent"	163
162	-109.604278	-5.174078	-6496760.421	-306691.9349	6755	-5.168653	-109.619506	-5.193209	-109.598377	274.307326	-5.175851	-109.605991	-6496861.971	-306797.0111	6755	0	"Vent"	164
163	-109.762223	-5.419413	-6506122.584	-321234.0701	6741	-5.426361	-109.775739	-5.425409	-109.758987	177.567129	-5.426254	-109.760748	-6506035.138	-321639.5654	6743	0	"Vent"	165
164	-109.454212	-5.69734	-6487865.305	-337708.0802	6808	-5.70393	-109.462785	-5.706547	-109.456836	335.252606	-5.699552	-109.442422	-6487166.442	-337839.2491	6815	0	"Vent"	166
165	-108.64272	-3.273449	-6439764.362	-194032.6817	6308	-3.297506	-108.712372	-3.274752	-108.635634	180.75929	-3.269951	-108.629157	-6438960.423	-193825.3502	6317	0	"Vent"	167
166	-108.316431	-4.967113	-6420423.709	-294424.1352	6541	-4.958704	-108.341979	-4.971368	-108.308962	220.377862	-4.972096	-108.306752	-6419849.951	-294719.4768	6550	0	"Vent"	169
167	-109.234929	-5.074114	-6474867.398	-300766.5789	6734	-5.091524	-109.253447	-5.07115	-109.232478	224.742203	-5.082823	-109.278093	-6477425.896	-301282.792	6744	0	"Vent"	170
168	-109.605604	-1.245605	-6496839.018	-73832.87618	6059	-1.256982	-109.614676	-1.222034	-109.590732	213.209175	-1.269376	-109.612885	-6497270.606	-75241.88408	6064	0	"Vent"	171
169	-109.220348	-1.404488	-6474003.092	-83250.61221	6165	-1.408665	-109.214564	-1.394091	-109.207723	745.124893	-1.409985	-109.206785	-6473199.153	-83576.41884	6167	0	"Vent"	172
170	-109.189314	-3.297425	-6472163.549	-195453.8902	6392	-3.301961	-109.244934	-3.322335	-109.11912	212.296069	-3.301351	-109.106651	-6467263.756	-195686.6092	6405	0	"Vent"	173
171	-109.412234	-3.085482	-6485377.076	-182891.0265	6384	-3.08169	-109.423536	-3.109946	-109.406285	126.213232	-3.089123	-109.41666	-6485639.414	-183106.8205	6388	0	"Vent"	174
172	-109.192623	-3.803535	-6472359.683	-225453.4015	6433	-3.780707	-109.183402	-3.838112	-109.21032	563.960683	-3.838727	-109.200047	-6472799.734	-227539.4102	6446	0	"Vent"	175
173	-109.072598	-4.320791	-6465245.23	-256113.5798	6642	-4.319378	-109.083156	-4.332763	-109.071259	430.499001	-4.339565	-109.12071	-6468097.096	-257226.3998	6666	0	"Vent"	176
174	-109.031585	-3.305535	-6462814.194	-195934.5708	6361	-3.304806	-109.066473	-3.309565	-108.973199	167.718991	-3.308319	-108.964769	-6458853.739	-196099.5897	6372	0	"Vent"	177
175	-107.828783	-0.930527	-6391518.519	-55156.69609	5962	-0.946826	-107.858051	-0.929932	-107.817362	789.432751	-0.933882	-107.785382	-6388945.916	-55355.56508	5973	0	"Vent"	178
176	-107.810214	-1.208704	-6390417.85	-71645.56241	5907	-1.239065	-107.843363	-1.183386	-107.787446	162.542679	-1.2379	-107.838482	-6392093.427	-73376.14568	5916	0	"Vent"	179
177	-108.081607	-1.554372	-6406504.549	-92134.93672	5953	-1.571326	-108.09862	-1.542891	-108.055195	162.542679	-1.55116	-108.066331	-6405599.06	-91944.53025	5956	0	"Vent"	180
178	-108.060274	-0.508864	-6405240.034	-30162.73253	5883	-0.513948	-108.066985	-0.497006	-108.03805	227.491446	-0.504937	-108.043284	-6404232.995	-29930.0135	5886	0	"Vent"	181
179	-129.921277	14.742652	-7701044.376	873866.2198	470	14.740724	-129.944856	14.732158	-129.884894	273.410691	14.730017	-129.880445	-7698624.099	873117.2876	483	0	"Vent"	183
180	-128.785943	15.827868	-7633747.83	938192.1097	772	15.827083	-128.81364	15.83465	-128.718271	220.377862	15.83879	-128.71513	-7629550.425	938839.4917	790	0	"Vent"	184
181	-128.380777	16.173783	-7609731.716	958696.1178	906	16.173141	-128.388486	16.205549	-128.35822	199.852468	16.20712	-128.347512	-7607759.952	960672.1139	924	0	"Vent"	185
182	-129.786068	15.098795	-7693029.946	894976.4842	480	15.104719	-129.831897	15.077165	-129.750376	284.825065	15.105005	-129.801345	-7693935.435	895344.6034	490	0	"Vent"	186
183	-123.937176	18.727109	-7346338.648	1110043.72	601	18.7416	-123.98329	18.714474	-123.917617	158.916736	18.72244	-123.917343	-7345163.036	1109766.996	604	0	"Vent"	187
184	-101.326931	2.118165	-6006123.179	125553.608	4820	2.039001	-101.428296	2.180579	-101.256975	1871.46354	2.129373	-101.269871	-6002740.996	126217.915	4984	0	"Vent"	188
185	-100.398213	2.454704	-5951073.716	145501.8458	4705	2.490277	-100.394763	2.413183	-100.406898	478.945539	2.487612	-100.400783	-5951226.041	147452.4543	4730	0	"Vent"	189
186	-98.587336	2.339793	-5843734.531	138690.5206	4319	2.329978	-98.6216	2.35746	-98.564493	438.457803	2.347431	-98.542222	-5841060.378	139143.2649	4327	0	"Vent"	190
187	-97.318289	3.682891	-5768512.163	218302.2369	4032	3.64595	-97.325071	3.706983	-97.313292	459.909114	3.729504	-97.299872	-5767420.499	221065.2464	4044	0	"Vent"	192
188	-100.729781	10.568848	-5970727.298	626465.2875	3549	10.552965	-100.790814	10.567956	-100.669105	310.537353	10.566064	-100.745914	-5971683.562	626300.2686	3552	0	"Vent"	193
189	-100.835959	10.478922	-5977020.992	621134.9144	3493	10.471248	-100.852021	10.474817	-100.821326	205.790919	10.478993	-100.82311	-5976259.366	621139.1457	3498	0	"Vent"	194
190	-100.976808	10.636022	-5985369.769	630447.012	3528	10.620853	-101.008574	10.636915	-100.956107	543.114075	10.643946	-100.948826	-5983711.117	630916.6813	3551	0	"Vent"	195
191	-99.769841	11.035817	-5913827.171	654144.695	3575	11.027429	-99.783404	11.039564	-99.761632	379.766753	11.034746	-99.761418	-5913327.883	654081.2262	3576	0	"Vent"	196
192	-99.667997	11.504952	-5907790.363	681952.5452	3554	11.506069	-99.676503	11.493791	-99.673504	538.876823	11.504452	-99.682987	-5908678.926	681922.9264	3559	0	"Vent"	197
193	-100.034204	10.938306	-5929497.183	648364.7723	3568	10.921531	-100.044626	10.946943	-100.031206	319.5403	10.941328	-100.033829	-5929474.969	648543.8954	3568	0	"Vent"	198
194	-100.64389	11.777174	-5965636.139	698088.4414	3791	11.770107	-100.652171	11.773391	-100.64232	230.713624	11.76868	-100.644033	-5965644.601	697584.922	3793	0	"Vent"	199
195	-100.63612	11.958636	-5965175.551	708844.5162	3786	11.949713	-100.643829	11.951854	-100.630837	143.499667	11.948828	-100.659419	-5966556.633	708263.1418	3792	0	"Vent"	200
196	-101.023947	12.858949	-5988163.908	762210.3095	4516	12.843887	-101.031228	12.854452	-101.028944	258.058618	12.855166	-101.03594	-5988874.758	761986.053	4525	0	"Vent"	201
197	-100.198032	13.094063	-5939208.055	776146.6471	4042	13.086996	-100.204457	13.09185	-100.195891	166.323247	13.096847	-100.20617	-5939690.418	776311.666	4046	0	"Vent"	202
198	-99.063488	13.07782	-5871958.278	775183.8089	3668	13.061758	-99.076337	13.072751	-99.066486	301.523306	13.066327	-99.058348	-5871653.627	774502.5769	3671	0	"Vent"	203